unitid,year,Institute_name,Institute_city,Institute_State,Student_Origin,Gender,Ethnicity,enrolled,admitted,applied,admissions_yield,admitted_major,admitted_Level_study,awards
173607,2010,Institute of Economics at Los Angeles,Los Angeles,California,India,Female,Asian,89,169,723,53,Medical And Nursing,Bachelor,55
173607,2010,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,30,69,246,43,Economics,Certification,16
173607,2010,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,22,38,184,58,Education and Training,Bachelor,14
173607,2010,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Female,Others,37,64,303,57,Medical And Nursing,Certification,19
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,3413,6321,56809,54,Medical And Nursing,Certification,2702
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Argentina,Male,Hispanic or Latino Americans,318,646,5304,49,Education and Training,Doctor,155
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,810,1621,13488,50,Education and Training,Doctor,487
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Japan,Male,Asian,193,332,3242,58,Computer Science/Information Technology,Bachelor,78
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,59,113,991,52,Computer Science/Information Technology,Bachelor,41
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,75,133,1249,56,Medical And Nursing,Bachelor,51
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Canada,Male,Others,95,170,1589,56,Medical And Nursing,Master,61
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,3683,10096,15671,36,Arts and Literature,Associate,2277
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Mexico,Female,Hispanic or Latino Americans,442,1255,1884,35,Medical And Nursing,Bachelor,210
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,1011,2938,4303,34,Business Administration,Associate,446
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,Japan,Female,Asian,269,665,1146,40,Medical And Nursing,Doctor,115
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,82,240,353,34,Engineering,Doctor,41
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,76,178,327,43,Business Administration,Certification,34
173607,2011,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Female,Others,60,107,256,56,Arts and Literature,Doctor,37
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,2108,4573,58791,46,Arts and Literature,Doctor,936
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,Colombia,Male,Hispanic or Latino Americans,190,389,5346,49,Economics,Associate,112
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,484,1042,13514,46,Arts and Literature,Bachelor,199
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,India,Male,Asian,94,165,2639,57,Computer Science/Information Technology,Master,40
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,38,125,1070,31,Medical And Nursing,Master,30
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Hawaiians and Other Pacific Islanders,36,87,1007,41,Business Administration,Certification,18
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Male,Others,36,98,1006,37,Education and Training,Associate,25
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,3679,7608,16397,48,Economics,Associate,1751
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,Chile,Female,Hispanic or Latino Americans,414,854,1847,48,Computer Science/Information Technology,Bachelor,269
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,978,1944,4362,50,Computer Science/Information Technology,Certification,421
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,China,Female,Asian,263,804,1174,33,Computer Science/Information Technology,Associate,121
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,89,239,399,37,Medical And Nursing,Bachelor,60
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,64,165,287,39,Computer Science/Information Technology,Bachelor,37
173607,2012,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Female,Others,63,111,282,57,Medical And Nursing,Certification,46
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,3694,10715,16306,34,Business Administration,Certification,1919
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Chile,Male,Hispanic or Latino Americans,474,1070,2095,44,Arts and Literature,Bachelor,370
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,885,2283,3910,39,Arts and Literature,Master,417
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Japan,Male,Asian,192,331,848,58,Medical And Nursing,Doctor,105
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,95,200,422,47,Education and Training,Master,63
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,97,261,430,37,Engineering,Master,43
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Canada,Male,Others,106,229,472,46,Arts and Literature,Bachelor,77
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,3552,9333,6173,38,Engineering,Associate,2628
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Colombia,Female,Hispanic or Latino Americans,501,1010,871,50,Business Administration,Certification,257
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,960,2908,1670,33,Economics,Certification,767
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,China,Female,Asian,274,615,477,45,Medical And Nursing,Associate,135
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,112,235,195,48,Engineering,Bachelor,56
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,93,236,162,39,Economics,Master,49
173607,2013,Institute of Economics at Los Angeles,Los Angeles,California,Australia,Female,Others,61,131,108,47,Medical And Nursing,Associate,32
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,2853,4901,20481,58,Medical And Nursing,Doctor,1792
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,Spain,Male,Hispanic or Latino Americans,340,1024,2444,33,Medical And Nursing,Doctor,166
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,867,2474,6227,35,Education and Training,Bachelor,444
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,India,Male,Asian,230,647,1656,36,Computer Science/Information Technology,Master,142
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,107,200,773,53,Medical And Nursing,Doctor,64
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,105,283,753,37,Arts and Literature,Associate,76
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Male,Others,79,157,572,50,Arts and Literature,Certification,47
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,1552,3776,9376,41,Economics,Associate,1066
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,Argentina,Female,Hispanic or Latino Americans,217,433,1313,50,Economics,Doctor,156
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,444,1275,2687,35,Engineering,Associate,185
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,South Korea,Female,Asian,109,187,667,58,Medical And Nursing,Doctor,53
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,40,97,245,41,Business Administration,Master,21
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,28,57,173,49,Computer Science/Information Technology,Doctor,16
173607,2014,Institute of Economics at Los Angeles,Los Angeles,California,Australia,Female,Others,30,53,181,56,Business Administration,Doctor,15
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,2521,5128,6929,49,Economics,Master,1866
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,Chile,Male,Hispanic or Latino Americans,290,855,798,34,Computer Science/Information Technology,Doctor,212
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,820,1424,2254,58,Engineering,Bachelor,521
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,China,Male,Asian,169,558,464,30,Computer Science/Information Technology,Certification,102
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,46,102,129,45,Medical And Nursing,Bachelor,27
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,83,238,229,35,Computer Science/Information Technology,Associate,50
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Male,Others,46,86,127,53,Arts and Literature,Master,20
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,2707,7612,53606,36,Economics,Doctor,1336
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,Mexico,Female,Hispanic or Latino Americans,393,716,7800,55,Medical And Nursing,Master,176
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,673,2063,13339,33,Arts and Literature,Doctor,348
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,South Korea,Female,Asian,177,365,3507,48,Medical And Nursing,Certification,99
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,62,126,1238,49,Education and Training,Bachelor,47
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Hawaiians and Other Pacific Islanders,77,129,1546,60,Computer Science/Information Technology,Certification,32
173607,2015,Institute of Economics at Los Angeles,Los Angeles,California,Australia,Female,Others,67,132,1339,51,Education and Training,Doctor,36
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,2162,5326,24461,41,Medical And Nursing,Certification,1253
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,Argentina,Male,Hispanic or Latino Americans,216,412,2454,52,Medical And Nursing,Master,129
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,African Americans,754,1404,8530,54,Medical And Nursing,Doctor,386
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,China,Male,Asian,159,409,1799,39,Medical And Nursing,Associate,65
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,Native Americans and Alaska Natives,60,190,680,32,Engineering,Associate,42
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Male,Native Hawaiians and Other Pacific Islanders,54,124,612,44,Economics,Associate,31
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Male,Others,53,123,599,43,Education and Training,Certification,38
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,White Americans,3927,9607,19300,41,Computer Science/Information Technology,Bachelor,2633
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,Spain,Female,Hispanic or Latino Americans,334,623,1643,54,Arts and Literature,Associate,222
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,African Americans,1054,1846,5185,57,Education and Training,Doctor,486
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,Japan,Female,Asian,270,559,1331,48,Medical And Nursing,Bachelor,182
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,USA,Female,Native Americans and Alaska Natives,101,193,499,52,Education and Training,Doctor,51
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,Hawaii,Female,Native Hawaiians and Other Pacific Islanders,82,171,407,48,Business Administration,Associate,36
173607,2016,Institute of Economics at Los Angeles,Los Angeles,California,UAE,Female,Others,78,132,384,59,Computer Science/Information Technology,Associate,50
173607,2017,Institute of Economics at Los Angeles,Los Angeles,California,USA,Male,White Americans,3760,9075,21829,41,Engineering,Associate,2771
173607,2017,Institute of Economics at Los Angeles,Los Angeles,California,Mexico,Male,Hispanic or Latino Americans,529,1103,3076,48,Economics,Bachelor,263
